source_row_id,split
3507,train
3509,validation
3510,train
3512,train
3513,test
3514,train
3516,test
3517,test
3518,train
3519,train
3520,train
3521,train
3522,train
3525,train
3526,test
3527,train
3528,train
3530,train
3532,train
3533,train
3534,train
3535,train
3536,train
3537,train
3538,train
3539,train
3540,train
3541,train
3545,test
3546,validation
3547,train
3548,test
3549,train
3551,test
3552,train
3553,test
3555,validation
3557,train
3559,train
3561,train
3562,validation
3563,validation
3564,train
3565,validation
3566,train
3567,train
3568,test
3569,train
3570,train
3571,validation
3572,train
3574,train
3575,train
3576,test
3577,train
3578,validation
3579,train
3580,train
3581,validation
3582,train
3584,validation
3585,test
3586,train
3587,train
3588,train
3589,validation
3592,train
3593,train
3595,train
3597,test
3598,train
3599,train
3600,test
3601,test
3602,train
3604,train
3605,train
3606,test
3608,test
3611,train
3612,train
3613,test
3615,train
3617,train
3618,train
3619,test
3620,validation
3621,validation
3622,test
3623,train
3624,train
3626,train
3628,train
3629,train
3630,test
3631,train
3633,train
3634,train
3635,train
3636,train
3638,train
3639,train
3640,train
3641,train
3642,train
3643,train
3644,train
3645,test
3647,test
3648,train
3649,train
3650,train
3652,train
3654,validation
3655,train
3656,train
3657,train
3658,train
3660,test
3661,validation
3662,train
3663,train
3664,validation
3666,train
3667,train
3668,train
3669,test
3670,train
3671,train
3672,train
3673,train
3674,train
3675,train
3676,train
3677,train
3678,train
3679,test
3680,train
3682,validation
3683,validation
3684,train
3685,train
3686,train
3687,train
3688,train
3690,train
3691,validation
3692,test
3693,train
3694,train
3695,train
3696,train
3698,train
3699,train
3702,train
3703,train
3704,test
3705,train
3706,train
3707,test
3708,train
3709,train
3710,train
3711,validation
3712,train
3713,test
3714,test
3716,test
3717,train
3718,train
3719,test
3721,test
3722,train
3723,test
3724,train
3725,train
3726,test
3727,test
3728,validation
3729,train
3730,train
3731,validation
3732,train
3733,validation
3734,train
3735,train
3738,train
3739,train
3740,train
3742,train
3744,validation
3745,train
3746,validation
3747,train
3748,test
3749,test
3750,validation
3751,train
3752,train
3753,test
3754,train
3755,train
3756,train
3757,train
3759,train
3760,validation
3761,test
3762,train
3763,train
3764,test
3765,train
3766,train
3767,train
3769,train
3770,validation
3771,train
3772,train
3773,test
3774,test
3775,validation
3776,train
3777,train
3780,train
3781,train
3782,train
3784,train
3786,train
3787,train
3789,validation
3790,validation
3791,validation
3792,train
3793,train
3794,train
3795,train
3796,train
3797,validation
3798,train
3799,train
3800,validation
3801,test
3802,train
3803,test
3804,train
3805,train
3806,train
3807,train
3808,test
3809,train
3811,train
3812,train
3813,train
3814,test
3816,train
3817,train
3818,train
3819,train
3821,validation
3822,test
3823,train
3825,train
3826,train
3827,train
3828,validation
3829,train
3830,train
3833,train
3834,train
3835,validation
3836,train
3837,train
3838,train
3839,train
3842,train
3843,validation
3844,test
3845,validation
3846,train
3847,test
3848,train
3849,train
3850,test
3851,train
3852,train
3853,train
3854,train
3855,train
3856,test
3857,train
3858,validation
3859,test
3860,train
3861,train
3862,train
3863,test
3864,test
3865,test
3866,validation
3867,test
3868,train
3869,validation
3870,train
3871,train
3872,validation
3873,test
3874,train
3875,train
3876,train
3877,train
3878,train
3879,train
3880,train
3881,train
3882,train
3883,train
3884,test
3885,train
3888,train
3889,train
3892,train
3893,train
3895,validation
3897,validation
3898,test
3900,train
3903,train
3904,train
3905,train
3906,train
3908,train
3909,train
3911,validation
3912,test
3913,test
3914,train
3915,train
3916,train
3917,train
3919,train
3920,test
3921,train
3922,train
3923,train
3926,validation
3927,train
3928,train
3930,validation
3931,train
3932,train
3934,train
3936,train
3938,train
3939,test
3941,train
3942,train
3943,train
3944,test
3945,validation
3946,test
3947,test
3948,train
3949,train
3950,train
3951,train
3952,train
3953,train
3954,test
3955,train
3956,train
3957,train
3958,validation
3959,train
3960,validation
3961,train
3962,train
3963,train
3964,train
3965,validation
3966,train
3968,test
3969,test
3970,validation
3971,train
3972,train
3973,train
3974,test
3975,validation
3976,test
3977,validation
3978,train
3980,validation
3981,train
3982,train
3983,test
3984,train
3985,train
3986,train
3987,train
3988,test
3989,train
3990,train
3991,train
3992,train
3993,train
3994,test
3995,validation
3996,train
3997,train
3998,train
3999,train
4000,train
4001,validation
4002,train
4003,train
4004,validation
4005,train
4006,train
4007,train
4008,validation
4009,train
4010,validation
4012,train
4013,train
4014,train
4015,train
4016,train
4017,train
4018,validation
4019,validation
4020,validation
4021,train
4022,train
4023,train
4026,train
4027,train
4028,train
4029,validation
4030,validation
4032,train
4033,train
4034,test
4035,test
4036,train
4038,train
4039,train
4040,train
4041,test
4042,validation
4044,train
4045,train
4046,train
4047,test
4048,train
4049,train
4050,test
4051,train
4052,train
4054,validation
4055,train
4056,validation
4058,train
4059,train
4060,train
4061,train
4062,train
4063,train
4066,test
4067,train
4068,train
4069,test
4070,train
4071,train
4073,train
4074,test
4075,train
4076,validation
4077,train
4078,test
4080,validation
4083,test
4084,train
4085,validation
4086,test
4089,validation
4090,train
4091,test
4092,train
4093,train
4094,test
4095,train
4096,test
4097,train
4098,train
4099,train
4101,train
4102,train
4104,train
4105,train
4106,train
4107,test
4108,test
4109,train
4110,test
4111,train
4112,train
4113,train
4114,train
4117,train
4118,test
4119,validation
4120,test
4121,validation
4122,train
4123,train
4127,train
4128,validation
4129,train
4130,test
4131,train
4134,train
4135,train
4136,train
4137,train
4138,validation
4139,train
4140,train
4141,train
4142,train
4145,test
4146,validation
4149,train
4150,train
4151,train
4152,validation
4154,train
4155,train
4157,train
4158,test
4159,train
4160,train
4162,test
4163,validation
4164,validation
4165,train
4167,validation
4168,test
4169,train
4173,train
4174,test
4175,train
4176,validation
4178,train
4179,train
4181,train
4182,test
4183,train
4184,train
4187,train
4188,validation
4189,train
4190,validation
4193,train
4194,validation
4195,train
4196,train
4197,train
4199,validation
4200,validation
4201,test
4203,validation
4204,train
4205,train
4206,train
4207,train
4208,train
4209,train
4210,train
4211,train
4212,test
4213,train
4214,train
4215,validation
4216,train
4217,train
4219,train
4220,validation
4221,train
4222,train
4223,train
4224,train
4225,validation
4226,train
4227,train
4229,validation
4230,train
4232,test
4233,train
4236,validation
4238,train
4239,train
4240,train
4241,train
4242,validation
4244,test
4245,test
4246,train
4247,train
4248,train
4249,train
4250,train
4251,train
4252,train
4253,train
4254,test
4255,train
4256,train
4258,validation
4259,train
4260,validation
4261,test
4262,test
4263,train
4264,train
4265,train
4267,validation
4268,test
4270,train
4271,train
4272,test
4276,test
4277,train
4278,train
4279,validation
4280,train
4282,validation
4283,test
4286,train
4287,test
4288,train
4289,test
4290,test
4291,test
4292,test
4293,train
4294,validation
4296,test
4297,train
4298,test
4299,train
4300,train
4301,train
4302,test
4303,test
4304,train
4305,train
4306,train
4307,train
4308,validation
4309,test
4310,train
4312,validation
4313,validation
4314,train
4315,train
4316,train
4317,train
4318,validation
4319,train
4322,train
4323,train
4324,test
4325,test
4326,validation
4327,train
4328,validation
4329,test
4330,test
4331,train
4332,train
4333,train
4334,test
4337,validation
4339,validation
4340,train
4341,test
4342,train
4344,train
4345,validation
4346,train
4347,test
4348,test
4349,validation
4350,train
4351,validation
4352,test
4353,train
4355,train
4356,train
4357,test
4358,train
4359,train
4360,train
4361,train
4362,train
4363,train
4365,test
4366,validation
4367,train
4368,validation
4370,train
4371,train
4372,test
4374,train
4375,train
4376,train
4377,train
4378,train
4379,train
4380,train
4382,train
4383,train
4384,train
4385,validation
4386,train
4387,train
4388,train
4389,validation
4390,test
4393,train
4394,validation
4395,train
4396,train
4398,train
4399,train
4400,test
4401,validation
4403,train
4404,train
4405,train
4407,train
4408,train
4409,train
4410,test
4411,train
4414,train
4415,train
4416,train
4417,train
4418,train
4419,train
4420,train
4421,train
4422,train
4423,validation
